날짜,종가,시가,고가,저가,거래량,변동 %,일간수익률,누적수익률,5일이동평균,20일이동평균,60일이동평균,연환산변동성,고점,낙폭
2000-01-25,1410.0,1401.5,1414.3,1388.5,,0.61,0.0060649304316804376,-0.031061022539856542,1430.8799999999999,,,,1465.2,-0.03767403767403765
2000-01-26,1404.1,1410.0,1412.5,1400.1,,-0.42,-0.004184397163120579,-0.03511544804837774,1420.52,,,,1465.2,-0.04170079170079177
2000-01-27,1398.6,1404.1,1419.0,1380.5,,-0.39,-0.003917099921658007,-0.03889499725123646,1411.12,,,,1465.2,-0.045454545454545525
2000-01-28,1360.2,1398.6,1398.6,1356.1,,-2.75,-0.027456027456027376,-0.06528312259483182,1394.8799999999999,,,,1465.2,-0.07166257166257162
2000-01-31,1394.5,1360.2,1394.5,1350.0,,2.52,0.025216879870607167,-0.04171247938427669,1393.48,1425.595,,,1465.2,-0.04825279825279827
2000-02-01,1409.3,1394.5,1412.6,1384.8,,1.06,0.010613122983148093,-0.0315420560747659,1393.34,1423.3,,,1465.2,-0.03815178815178821
2000-02-02,1409.1,1409.3,1420.5,1403.2,,-0.01,-0.0001419144256014082,-0.031679494227597194,1394.3400000000001,1423.785,,,1465.2,-0.03828828828828834
2000-02-03,1425.0,1409.1,1425.8,1398.5,,1.13,0.011283798169044124,-0.02075316107751468,1399.6200000000001,1424.9299999999998,,,1465.2,-0.02743652743652747
2000-02-04,1424.4,1425.0,1436.0,1420.5,,-0.04,-0.0004210526315788776,-0.021165475536008338,1412.46,1425.975,,,1465.2,-0.027846027846027854
2000-02-07,1424.2,1424.4,1427.2,1413.3,,-0.01,-0.0001404099971917816,-0.02130291368883952,1418.4,1425.1100000000001,,,1465.2,-0.027982527982527983
2000-02-08,1441.7,1424.2,1442.0,1424.2,,1.23,0.012287600056171799,-0.00927707531610733,1424.8799999999999,1424.315,,,1465.2,-0.016038766038766084
2000-02-09,1411.7,1443.3,1444.4,1411.6,,-2.08,-0.020808767427342723,-0.029892798240791274,1425.4,1422.9699999999998,,,1465.2,-0.03651378651378656
2000-02-10,1416.8,1411.7,1422.0,1406.4,,0.36,0.0036126655805057695,-0.026388125343595026,1423.7599999999998,1422.2,,,1465.2,-0.033033033033033066
2000-02-11,1387.1,1416.8,1416.8,1379.2,,-2.1,-0.020962732919254656,-0.046797691039032085,1416.3,1419.0700000000002,,,1465.2,-0.05330330330330335
2000-02-14,1389.9,1387.1,1394.9,1380.5,,0.2,0.00201859995674436,-0.04487355689939487,1409.44,1415.3049999999998,,,1465.2,-0.05139230139230133
2000-02-15,1402.0,1389.9,1407.8,1376.2,,0.87,0.008705662277861625,-0.036558548653105816,1401.5,1412.65,,,1465.2,-0.04313404313404312
2000-02-16,1387.7,1402.0,1404.7,1385.6,,-1.02,-0.010199714693295281,-0.04638537658053843,1396.7,1409.24,,,1465.2,-0.052893802893802855
2000-02-17,1388.3,1387.7,1399.8,1380.1,,0.04,0.0004323701088131404,-0.04597306212204477,1391.0,1406.375,,,1465.2,-0.05248430248430258
2000-02-18,1346.1,1388.3,1388.3,1345.3,,-3.04,-0.03039688828063103,-0.07497251236943347,1382.8,1401.6100000000001,,,1465.2,-0.08128583128583133
2000-02-22,1352.2,1346.1,1358.1,1332.0,,0.45,0.004531609835822126,-0.07078064870808098,1375.26,1399.145,,,1465.2,-0.07712257712257709
2000-02-23,1360.7,1352.2,1370.1,1342.4,,0.63,0.006286052359118388,-0.06493952721275398,1367.0,1396.6799999999998,,,1465.2,-0.0713213213213213
2000-02-24,1353.4,1360.7,1364.5,1329.9,,-0.54,-0.005364885720584911,-0.06995601979109367,1360.1399999999999,1394.145,,,1465.2,-0.07630357630357631
2000-02-25,1333.4,1353.4,1362.1,1329.1,,-1.48,-0.014777597162701328,-0.0836998350742163,1349.1599999999999,1390.885,,,1465.2,-0.08995358995358993
2000-02-28,1348.0,1333.4,1360.8,1325.0,,1.09,0.010949452527373671,-0.0736668499175368,1349.5400000000002,1390.275,,,1465.2,-0.07998907998908
2000-02-29,1366.4,1348.0,1369.5,1348.0,,1.36,0.013649851632047572,-0.06102253985706396,1352.38,1388.87,,,1465.2,-0.06743106743106742
2000-03-01,1379.2,1366.4,1383.0,1366.4,,0.94,0.00936768149882905,-0.052226498075865435,1356.0800000000002,1387.365,,,1465.2,-0.058695058695058644
2000-03-02,1381.8,1379.2,1386.9,1370.3,,0.19,0.001885150812064973,-0.050439802089059516,1361.76,1386.0,,,1465.2,-0.056920556920556975
2000-03-03,1409.2,1381.8,1410.9,1381.8,,1.98,0.01982920827905632,-0.03161077515118149,1376.9199999999998,1385.21,,,1465.2,-0.038220038220038166
2000-03-06,1391.3,1409.2,1409.8,1384.8,,-1.27,-0.012702242407039543,-0.04391148982957627,1385.5800000000002,1383.5549999999998,,,1465.2,-0.050436800436800544
2000-03-07,1355.6,1391.3,1399.6,1349.6,,-2.57,-0.025659455185797486,-0.06844420010995012,1383.42,1380.125,,,1465.2,-0.0748020748020749
2000-03-08,1366.7,1355.6,1373.6,1346.5,,0.82,0.008188256122750204,-0.06081638262781697,1380.92,1376.375,,,1465.2,-0.06722631722631722
2000-03-09,1401.7,1366.7,1401.8,1357.8,,2.56,0.02560913148459787,-0.03676470588235248,1384.9,1375.875,,,1465.2,-0.04333879333879331
2000-03-10,1395.1,1401.7,1413.4,1392.1,,-0.47,-0.004708568167225646,-0.041300164925783034,1382.08,1374.7900000000002,,,1465.2,-0.04784329784329788
2000-03-13,1383.6,1395.1,1398.5,1365.3,,-0.82,-0.008243136692710151,-0.049202858713578435,1380.54,1374.615,,,1465.2,-0.05569205569205582
2000-03-14,1359.2,1383.6,1395.3,1359.1,,-1.76,-0.017635154668979358,-0.06597031335898795,1381.26,1373.0800000000002,,,1465.2,-0.07234507234507237
2000-03-15,1392.2,1359.2,1398.0,1357.0,,2.43,0.024278987639788197,-0.043293018141835615,1386.36,1372.5900000000001,,,1465.2,-0.049822549822549855
2000-03-16,1458.5,1392.2,1458.5,1392.2,,4.76,0.047622468036201626,0.0022677295217157223,1397.72,1376.13,,,1465.2,-0.004572754572754634
