날짜,종가,시가,고가,저가,거래량,변동 %,일간수익률,누적수익률,5일이동평균,20일이동평균,60일이동평균,연환산변동성,고점,낙폭
2002-07-22,819.9,847.8,854.1,813.3,,-3.29,-0.03290870488322717,-0.436572292468388,871.26,937.7850000000001,1017.9433333333334,0.20552635914296827,1527.5,-0.463240589198036
2002-07-23,797.7,819.9,827.7,796.1,,-2.71,-0.027076472740578006,-0.4518279274326541,850.6,928.0350000000001,1013.3,0.20680146374240274,1527.5,-0.4777741407528642
2002-07-24,843.4,797.7,844.3,775.7,,5.73,0.057289707910241905,-0.42042330951071893,838.0799999999999,921.3999999999999,1009.5983333333334,0.21497725802487594,1527.5,-0.4478559738134207
2002-07-25,838.7,843.4,853.8,816.1,,-0.56,-0.005572682001422691,-0.4236531061022527,829.5,914.6600000000001,1005.6283333333333,0.2148909012684943,1527.5,-0.45093289689034366
2002-07-26,852.8,838.7,852.9,835.9,,1.68,0.01681173244306655,-0.4139637163276513,830.5,907.7699999999999,1001.7333333333333,0.21564862324240586,1527.5,-0.4417021276595745
2002-07-29,899.0,852.8,899.0,852.8,,5.42,0.05417448405253289,-0.38221550302363794,846.32,903.2299999999999,998.64,0.2221405538201966,1527.5,-0.4114566284779051
2002-07-30,902.8,899.0,909.8,884.7,,0.42,0.0042269187986652135,-0.3796041781198446,867.3399999999999,899.9400000000002,995.7966666666666,0.22167730859114404,1527.5,-0.40896890343698855
2002-07-31,911.6,902.8,911.6,889.9,,0.97,0.009747452370403309,-0.3735568993952706,880.9799999999999,898.115,993.445,0.2212820431864371,1527.5,-0.40320785597381337
2002-08-01,884.7,911.6,911.6,882.6,,-2.95,-0.029508556384379103,-0.39204233095107055,890.18,894.65,990.6983333333334,0.22281733920323968,1527.5,-0.4208183306055646
2002-08-02,864.2,884.7,884.7,854.0,,-2.32,-0.023171696620323257,-0.40612974161627124,892.46,888.4100000000001,986.9549999999999,0.22387637226226806,1527.5,-0.4342389525368249
2002-08-05,834.6,864.2,864.2,833.4,,-3.43,-0.034251330710483696,-0.4264705882352927,879.5799999999999,881.29,982.9816666666667,0.2262995905201221,1527.5,-0.45361702127659576
2002-08-06,859.6,834.6,874.4,834.6,,3.0,0.029954469206805667,-0.4092908191313894,870.9400000000002,876.6299999999999,979.725,0.22835327102563768,1527.5,-0.4372504091653028
2002-08-07,876.8,859.6,878.7,854.1,,2.0,0.020009306654257708,-0.397471137987904,863.9799999999999,874.445,976.4283333333333,0.2292852714248162,1527.5,-0.42599018003273326
2002-08-08,905.5,876.8,905.8,875.2,,3.27,0.03273266423357679,-0.37774876305662297,868.14,873.35,973.2316666666666,0.2317252590168916,1527.5,-0.4072013093289689
2002-08-09,908.6,905.5,914.0,890.8,,0.34,0.003423522915516397,-0.3756184716877389,877.0200000000001,872.71,970.19,0.23172947397278765,1527.5,-0.40517184942716855
2002-08-12,903.8,908.6,908.6,892.4,,-0.53,-0.005282852740479904,-0.37891698735568835,890.86,872.0049999999999,966.95,0.23153726707908012,1527.5,-0.4083142389525368
2002-08-13,884.2,903.8,911.7,883.6,,-2.17,-0.021686213764106954,-0.3923859263331484,895.78,871.165,963.2433333333335,0.23241669841116147,1527.5,-0.4211456628477904
2002-08-14,919.6,884.2,920.2,876.2,,4.0,0.040036190907034586,-0.3680593732820213,904.3399999999999,871.845,960.3716666666667,0.2354576705003446,1527.5,-0.39797054009819965
2002-08-15,930.2,919.6,933.3,918.2,,1.15,0.011526750761200466,-0.36077515118196635,909.28,874.275,957.8766666666667,0.23578368826613672,1527.5,-0.3910310965630114
